date,score,target,pos,equity,pos_open2,ops,available,locked,open,high,low,close
2026-09-04,-36.84738675015012,0.3825,0.3487433256326537,0.9887626587245567,0.3559471151537253,开盘加仓1.1成(目标38%),0.00015349053040832655,6.511787810753413e-05,1627.951,1637.101,1566.873,1577.361
2026-09-07,1.8449684277461935,0.85,0.6044748759256929,1.0004354784235632,0.551453808621153,开盘加仓2.0成(目标85%)；回落(≤-1%)企稳加0.5成,0.0002186084085158607,0.00015571935844852725,1596.578,1626.759,1579.024,1615.531
2026-09-08,-13.547037989030317,0.6375,0.6008101098752228,0.9912509723333249,0.6042760232971097,（无操作）,0.000374327766964388,0.0,1614.188,1624.688,1585.124,1590.995
2026-09-09,-14.017363979888724,0.6375,0.5991547069933867,0.9871573238738025,0.603386667829449,（无操作）,0.000374327766964388,0.0,1608.198,1609.702,1573.033,1580.059
