窗口,配置,累计,年化,波动,最大回撤,Calmar,夏普,索提诺,平均仓位,换手
2026,基准（现状）,0.32725501256970824,0.5086086415272881,0.300113955715428,-0.15378582226883963,3.307253126612461,1.520469817649085,2.308804852052322,0.6410227381611735,17.95100553263795
2026,A5 暴露×1.30,0.32585370912340794,0.5062958781297906,0.3117104785250603,-0.16113746172462717,3.1420122466308564,1.4703197176612417,2.2358126463995407,0.6785458427353029,17.115956640506795
2026,AB4 ×1.30 上限100% + 波动25%,0.32452466243270517,0.5041033914489748,0.25061509501972984,-0.16172692451712933,3.117003510417858,1.7545132773747885,2.7433359445463683,0.5757088953268713,17.732702706521884
2026,A7 暴露×1.30 上限100%,0.3129098989929615,0.484985283698806,0.3290080043693037,-0.16746206567545585,2.8960904175081263,1.3665570584480555,2.0490879206872425,0.716978796444866,16.912009710370473
2026,A6 暴露×1.20 上限100%,0.3090964211083769,0.4787248642775299,0.32576299889833477,-0.1649111808887037,2.9029254517352374,1.3639603913237675,2.039216311603712,0.7050318045943388,17.381160755287837
2026,AB2 ×1.20 + 波动25%双向,0.2993371232944013,0.46274103219464613,0.2357175727548898,-0.1557928675549346,2.9702324596566,1.7317257411349927,2.688643657891642,0.539703522488653,17.100560764256095
2026,B1 波动目标30% 只降,0.2881674909566385,0.4445138970991269,0.23033824213256038,-0.15242818283892334,2.9162185681165047,1.7122279236342994,2.656991222330984,0.5227910535470177,16.817724642074268
2026,B4 波动目标30% 双向,0.28456532455757233,0.4386509120993407,0.23077398823393622,-0.15480747707146258,2.833525359352301,1.6917794295978819,2.622627869626268,0.5265550599657387,16.86560279989667
2026,AB1 ×1.10 + 波动25%双向,0.280613215040296,0.4322269015514304,0.22361545272588962,-0.15305818077768107,2.823938579142294,1.71872925806294,2.6573114918491596,0.5110290280805033,16.888252076579313
2026,AB3 ×1.20 + 波动20%双向,0.269699611393416,0.4145338276345796,0.21981357144770197,-0.14623229152101014,2.8347625775598417,1.6880721900112992,2.5848311511141904,0.49502467216229795,16.634989875688113
2026,B2 波动目标25% 只降,0.253715716883832,0.3887448431273046,0.20829487048826884,-0.14767234856627387,2.6324822954436957,1.6811819813546962,2.5834735884605404,0.4758229087697084,16.119703786350364
2026,B5 波动目标25% 双向,0.253715716883832,0.3887448431273046,0.20829487048826884,-0.14767234856627387,2.6324822954436957,1.6811819813546962,2.5834735884605404,0.4758229087697084,16.119703786350364
2026,B7 波动目标20% 双向1.5,0.23023736283453178,0.3511332528848119,0.19022349039258885,-0.13258315239341234,2.64840024200735,1.6776279810184145,2.547659776441582,0.42767030188942856,15.233965482181832
2026,B3 波动目标20% 只降,0.23023736283453178,0.3511332528848119,0.19022349039258885,-0.13258315239341234,2.64840024200735,1.6776279810184145,2.547659776441582,0.42767030188942856,15.233965482181832
2026,B6 波动目标20% 双向,0.23023736283453178,0.3511332528848119,0.19022349039258885,-0.13258315239341234,2.64840024200735,1.6776279810184145,2.547659776441582,0.42767030188942856,15.233965482181832
2026,S6 平滑后×1.50 上限100%,0.1523668341075557,0.22872086428499427,0.4249395801953533,-0.2628253493642967,0.8702389812786563,0.6958342110893899,1.0255420555249306,0.9192006642467673,8.157125928490832
2026-03+,基准（现状）,0.37818125864315966,0.7933385753381044,0.3114059067615594,-0.1328302661568873,5.972573859041145,2.0320370933301937,3.275094711507198,0.5966537656580398,15.032732008983096
2026-03+,A1 暴露×1.05,0.37810541535068554,0.7931588752264618,0.316918633313744,-0.1358605565102885,5.838036407324727,2.0018071489508684,3.2160112272586088,0.6089887598555285,14.867460784439457
2026-03+,S3 平滑后×1.20,0.3735313012183761,0.7823361612231499,0.33131858402904063,-0.13812353974933156,5.664032087817513,1.9105566987405773,3.0553568462264415,0.6657384848533419,13.210296784617789
2026-03+,A2 暴露×1.10,0.37237783037613004,0.7796116225494742,0.3186620222457045,-0.13682082821291097,5.6980478245337,1.9687382790909425,3.1568513976615398,0.6154760516231905,14.788437005984338
2026-03+,A3 暴露×1.15,0.3723045172902928,0.779438517974933,0.3204184269892853,-0.13708861327162813,5.685654697159626,1.9593786026958042,3.142556781399682,0.6213523424711813,14.528756162506298
2026-03+,S2 平滑后×1.10,0.37016473170784825,0.774389467442282,0.323177482663741,-0.138453203766857,5.593149500146517,1.936689411190678,3.0821664526930914,0.6318638106214645,14.379265068689163
2026-03+,A4 暴露×1.20,0.36670009703738904,0.7662280122922718,0.3227566875195391,-0.1373561007985502,5.578405384527032,1.9244105461060994,3.0732201804998764,0.627967243458888,14.517109966198062
2026-03+,A5 暴露×1.30,0.36348246357148906,0.7586635996517657,0.3248719476726544,-0.1365221558932147,5.557073096949753,1.9007407177391145,3.0365070950222934,0.6362406964826514,14.485653468884415
2026-03+,S1 平滑后×1.05,0.36162911355164984,0.7543131584064953,0.31838890007686055,-0.13675098871811686,5.515961277335615,1.9252965108084383,3.0432091801421963,0.6121277694164107,14.73872731482245
2026-03+,AB4 ×1.30 上限100% + 波动25%,0.3571801733482449,0.7438898170915451,0.24782718272016901,-0.09048206514236512,8.221406263452373,2.368783512316808,4.088910651791944,0.4989102765263025,14.763982341780414
2026-03+,A7 暴露×1.30 上限100%,0.34941858127115233,0.7257723949428809,0.34180061769512887,-0.15273697350030757,4.751779338755968,1.7678525274320924,2.760963182736907,0.6634875657914591,14.23765148821679
2026-03+,A6 暴露×1.20 上限100%,0.3478283252068346,0.7220708861508807,0.3381627537331865,-0.15220761399939298,4.74398663232289,1.7768985955098995,2.7689470201842794,0.6508371036202346,14.473046639346169
2026-03+,AB2 ×1.20 + 波动25%双向,0.33195844494385995,0.6853283019290042,0.2330426759653606,-0.0838075177554789,8.177408426873507,2.357140261048204,4.073112765042162,0.4710077973013308,14.365180533476318
2026-03+,B1 波动目标30% 只降,0.3306144242140696,0.6822329864760783,0.22728820325347027,-0.08382259181886642,8.139010876093225,2.4029257018109753,4.184132870193189,0.45398242889612767,13.793287086136004
2026-03+,B4 波动目标30% 双向,0.3306144242140696,0.6822329864760783,0.22728820325347027,-0.08382259181886642,8.139010876093225,2.4029257018109753,4.184132870193189,0.45398242889612767,13.793287086136004
2026-03+,S5 平滑后×1.30 上限100%,0.3305000859961389,0.6819697809233864,0.3853873862229663,-0.15582948036242616,4.376384874911176,1.541455247647862,2.4380822695605486,0.7858901962902183,10.608415876898025
2026-03+,S4 平滑后×1.30,0.3289304402264417,0.6783583475839823,0.3513595883009216,-0.13812353974933156,4.91124357814083,1.6492890111109493,2.6230703066558596,0.7262552578617943,12.304186616405985
2026-03+,AB1 ×1.10 + 波动25%双向,0.30737372296776955,0.6291151665457015,0.21808055392854273,-0.07710614252871273,8.159079755694348,2.347732550270072,4.068628444168426,0.44148747650383857,13.92095571302357
2026-03+,AB3 ×1.20 + 波动20%双向,0.2964410379219531,0.604393943143078,0.216969590653697,-0.07893046200871745,7.657296407011108,2.28816211008197,3.8839257846770767,0.4396458067744617,14.137841080943556
2026-03+,B2 波动目标25% 只降,0.2938338716773523,0.5985237372919119,0.20384661155712944,-0.07097127223797195,8.4333240537808,2.403968020225941,4.193671278852938,0.41299326838688266,13.304307372256577
2026-03+,B5 波动目标25% 双向,0.2938338716773523,0.5985237372919119,0.20384661155712944,-0.07097127223797195,8.4333240537808,2.403968020225941,4.193671278852938,0.41299326838688266,13.304307372256577
2026-03+,B7 波动目标20% 双向1.5,0.2451118291754799,0.4906115254192447,0.18664212470646402,-0.06717234954096163,7.303771995053862,2.232814592112351,3.766317758275772,0.37638529592482983,12.767745176657673
2026-03+,B3 波动目标20% 只降,0.2451118291754799,0.4906115254192447,0.18664212470646402,-0.06717234954096163,7.303771995053862,2.232814592112351,3.766317758275772,0.37638529592482983,12.767745176657673
2026-03+,B6 波动目标20% 双向,0.2451118291754799,0.4906115254192447,0.18664212470646402,-0.06717234954096163,7.303771995053862,2.232814592112351,3.766317758275772,0.37638529592482983,12.767745176657673
2026-03+,S6 平滑后×1.50 上限100%,0.15198802802676337,0.2938690536002102,0.4537667695987376,-0.26282534936429625,1.1181153351874107,0.792740428130065,1.1861176988774185,0.8975945324138922,7.67337756088523
