测试窗,训练期,选定参数,训练sharpe,WF收益,WF回撤,WF夏普,固定收益,固定夏普,Oracle收益,Oracle夏普
2025-07~2025-09,2024-07~2025-06,w0.40/c0.75/ρ0.8/a1.5,1.7308805054947254,0.3244718693089528,-0.07095547688187531,4.937523190496112,0.35678535309521786,4.858104873597803,0.33492762301168866,5.203402359824376
2025-10~2025-12,2024-10~2025-09,w0.60/c0.75/ρ0.8/a2.0,2.4236134729049996,-0.057440584666103245,-0.09134269532562866,-1.1557875983386168,-0.06278922678066912,-1.0970305179915623,-0.05489650848143368,-0.9571209505156778
2026-01~2026-03,2025-01~2025-12,w0.60/c0.75/ρ0.8/a1.5,1.8877531878563212,-0.06808891413583473,-0.11554211703536776,-1.6822962189379693,-0.08249711803017212,-1.7220213868424155,-0.06398609118900334,-1.4175462336839857
2026-04~2026-06,2025-04~2026-03,w0.60/c0.75/ρ0.6/a1.5,1.506710141811282,0.5083195683144104,-0.126546911906127,5.026376437014911,0.5746204250956541,5.08781463264901,0.5260565166527871,5.399970214394999
2026-07~2026-09,2025-07~2026-06,w0.60/c0.85/ρ0.8/a1.5,2.558542985961008,-0.02639386587861714,-0.10136845343015233,-0.4124906863762947,-0.010068326709527398,-0.07837053736011765,-0.0001914649172175542,0.09573499991775673
