center,scale,rho,cw,sw,avg_pos,obj,累计收益,年化收益,年化波动,最大回撤,Calmar,平均仓位,换手率,操作日占比,基准累计,基准年化,基准最大回撤
0.35,35.0,0.2,0.15,0.1,0.22995584014048312,-1.2730424076801883,0.18782873041234094,0.02629718008307269,0.07403994344352598,-0.19045785536885795,0.13807348629513436,0.22995584014048312,60.205533003941596,0.9956763434218654,0.546852429532334,0.06799580633944835,-0.6265673853758704
0.4,45.0,0.2,0.2,0.1,0.2675108456614782,-1.2743875770829423,0.16981188940182035,0.02393439875425485,0.08155472855601142,-0.22728694409459527,0.10530476728260078,0.2675108456614782,59.23392518949497,0.9987646695491044,0.546852429532334,0.06799580633944835,-0.6265673853758704
0.4,55.0,0.2,0.15,0.3,0.2928739019242679,-1.279568081078685,0.16530251853762667,0.023338194184963523,0.08778370550827502,-0.250575894226976,0.09313822567394843,0.2928739019242679,58.88091640750802,0.9962940086473132,0.546852429532334,0.06799580633944835,-0.6265673853758704
0.35,45.0,0.2,0.1,0.3,0.2477521620011277,-1.2796932817810782,0.1755685151991504,0.024692679061344425,0.07733812671156406,-0.21105796346907912,0.11699477553692024,0.2477521620011277,59.942848955394155,0.9987646695491044,0.546852429532334,0.06799580633944835,-0.6265673853758704
0.4,45.0,0.2,0.1,0.2,0.2736171369521949,-1.2828724144768004,0.17272773721328982,0.02431887816978806,0.08323238969590116,-0.23329713708667077,0.10423993398921781,0.2736171369521949,59.527136205162655,0.9962940086473132,0.546852429532334,0.06799580633944835,-0.6265673853758704
0.3,35.0,0.2,0.15,0.3,0.2224510489636698,-1.28350159410378,0.20697488915783602,0.028774939691411205,0.07404728592989049,-0.17918624358225677,0.16058676780174733,0.2224510489636698,61.13417060020314,0.9987646695491044,0.546852429532334,0.06799580633944835,-0.6265673853758704
0.35,35.0,0.2,0.2,0.1,0.23402709381648001,-1.2858119358501972,0.19354680310539196,0.02704070294932337,0.07548964456072406,-0.19265241599512917,0.14036005107772456,0.23402709381648001,60.826321540097794,0.9975293390982087,0.546852429532334,0.06799580633944835,-0.6265673853758704
0.4,55.0,0.2,0.2,0.3,0.29794346664602145,-1.289359204564061,0.17134479715996376,0.024136627051375203,0.08942096827129799,-0.253238354293871,0.09531189348737358,0.29794346664602145,59.34383272342504,0.9975293390982087,0.546852429532334,0.06799580633944835,-0.6265673853758704
0.35,45.0,0.2,0.15,0.3,0.2521755415789175,-1.2915854564523794,0.18110140630461102,0.025418522359609286,0.0788474924072953,-0.2134065439109929,0.11910844856852555,0.2521755415789175,60.5150353428246,0.9962940086473132,0.546852429532334,0.06799580633944835,-0.6265673853758704
0.4,45.0,0.2,0.15,0.2,0.27848663866608736,-1.2931773226634569,0.17828865990857867,0.02504988833017152,0.08482817103713475,-0.23570564914032288,0.10627614748112611,0.27848663866608736,60.018719321173336,0.9987646695491044,0.546852429532334,0.06799580633944835,-0.6265673853758704
0.3,35.0,0.2,0.2,0.3,0.22643290502978525,-1.297773353759734,0.21327829965158185,0.029583380145311367,0.07553360461778753,-0.18123679433642625,0.16323054186445346,0.22643290502978525,61.83691683684162,0.9969116738727609,0.546852429532334,0.06799580633944835,-0.6265673853758704
