date,512800 银行ETF × sign,512800 银行ETF × sign±10,512800 银行ETF × pos(模型仓位),512800 银行ETF × 买入持有
2025-09-15,1.6621456983953982,1.628581882285065,1.4114758991977363,1.1239669421487604
2025-09-16,1.6840324017924595,1.6500266260580156,1.427036250395056,1.112947658402204
2025-09-17,1.6993878152862734,1.6650719666892024,1.4383788983063508,1.1088154269972452
2025-09-18,1.7116902506631713,1.6771259781890009,1.4454003578196848,1.0881542699724518
2025-09-19,1.6897390651937783,1.6556180544343961,1.4259552041821233,1.090909090909091
2025-09-22,1.7467759382505057,1.71150317820667,1.4676209746510536,1.0798898071625345
2025-09-23,1.7714958710061972,1.7098714336804903,1.468214144863123,1.09366391184573
2025-09-24,1.8425224751939322,1.7696093213340123,1.517232185069303,1.090909090909091
2025-09-25,1.8228261116899374,1.7506880279766655,1.5347584775555747,1.0853994490358128
2025-09-26,1.8251412155824658,1.752911511962428,1.515601027824643,1.0867768595041323
2025-09-29,1.8182015166549674,1.7462464506314432,1.5229484196495164,1.0826446280991737
2025-09-30,1.7996956488033014,1.728472949863894,1.5245141160148181,1.0716253443526171
2025-10-09,1.8075530441876826,1.7360193899452043,1.5390718993938675,1.0702479338842976
2025-10-10,1.706089897234725,1.638571632579747,1.4980449689911413,1.0743801652892562
2025-10-13,1.729980513143101,1.6615167807667055,1.5337294934994188,1.0840220385674932
2025-10-14,1.656322715691509,1.5907739801568979,1.4790900889973375,1.1101928374655647
2025-10-15,1.6794557998059279,1.6129915757627367,1.4983289079357534,1.115702479338843
2025-10-16,1.6636923711120288,1.597851982513939,1.488063247862338,1.1322314049586777
2025-10-17,1.6009686759656225,1.5376105686681236,1.4377102622018156,1.1308539944903582
2025-10-20,1.6065249850962167,1.5429469876563566,1.4418386597237696,1.128099173553719
2025-10-21,1.6516460674230613,1.5862824095774974,1.4784390583784734,1.1322314049586777
2025-10-22,1.650576146134122,1.5852548302711604,1.478931380309092,1.1418732782369145
2025-10-23,1.645701016309329,1.580572633014734,1.4759803392987858,1.1487603305785123
2025-10-24,1.717302356925649,1.6493403607755885,1.532298144701432,1.1418732782369145
2025-10-27,1.7431214015096657,1.674137620348049,1.55314106045881,1.143250688705234
2025-10-28,1.728470174199549,1.6600662132717006,1.5414326945212056,1.1418732782369145
2025-10-29,1.7488961577969482,1.6796838414778612,1.5546996726472624,1.1198347107438016
2025-10-30,1.7455591526714962,1.6764788978549017,1.5283326681323266,1.1184573002754823
2025-10-31,1.7477073471161106,1.6785420778103752,1.4882853987555624,1.1198347107438016
2025-11-03,1.7692043622328382,1.6991883516160526,1.4790720849807228,1.1336088154269972
2025-11-04,1.742794017854371,1.734287017440984,1.470469252202857,1.1570247933884297
2025-11-05,1.6954654629630834,1.734287017440984,1.4735961702725762,1.1570247933884297
2025-11-06,1.6873964620331,1.7260285078351176,1.5096719648508932,1.1515151515151516
2025-11-07,1.6853780450006235,1.7239638804336512,1.4937727440021862,1.1501377410468319
2025-11-10,1.6934517122810457,1.7322223900395173,1.4940305758719385,1.1556473829201102
2025-11-11,1.701525379561468,1.7404808996453836,1.4816691477917137,1.1611570247933884
2025-11-12,1.7116174636619959,1.7508040366527162,1.478846770281765,1.1680440771349863
2025-11-13,1.7342709329522203,1.7739761450937088,1.4913297476770158,1.165289256198347
2025-11-14,1.7140205373379822,1.7532621274244993,1.4613381511561783,1.1694214876033058
2025-11-17,1.6918155391164142,1.730548757559126,1.4506498403572419,1.1542699724517906
2025-11-18,1.683740048596274,1.7222883829714757,1.4496448090176433,1.1487603305785123
2025-11-19,1.6998910322738086,1.738809134844409,1.4580025620704584,1.159779614325069
2025-11-20,1.7140231429916515,1.7532647927332259,1.4677792983573514,1.1694214876033058
2025-11-21,1.695853286354425,1.7346789468761756,1.4491181265962827,1.1570247933884297
2025-11-24,1.6857589215559656,1.7243534769555924,1.4425516098134255,1.1501377410468319
2025-11-25,1.6704156021819756,1.708658880431577,1.4538748838954725,1.165289256198347
2025-11-26,1.6869336335851546,1.7255550833929372,1.456082937831886,1.1556473829201102
2025-11-27,1.6813662811417172,1.719860269371477,1.4510304486413594,1.159779614325069
2025-11-28,1.7024657634712248,1.7414428131454516,1.4643987618390955,1.1515151515151516
2025-12-01,1.7147896160210536,1.754048813755652,1.4749955978938316,1.159779614325069
2025-12-02,1.693495148203092,1.7322668204039995,1.4594307054120708,1.1584022038567494
2025-12-03,1.678372227654541,1.7167976686195037,1.4465456933921097,1.1487603305785123
2025-12-04,1.7012034889933407,1.7401516395636427,1.4620197423274672,1.1446280991735538
2025-12-05,1.701121389840308,1.7400676607940944,1.4612846443932697,1.1391184573002755
2025-12-08,1.7327988349184247,1.7724703441570886,1.4844346959999448,1.1391184573002755
2025-12-09,1.7280653056263597,1.7676284432253055,1.4807237225814458,1.137741046831956
2025-12-10,1.7275496203213705,1.7671009515790788,1.4782710472008351,1.121212121212121
2025-12-11,1.7007750340384493,1.7397133753600613,1.4565257165463257,1.1225895316804406
2025-12-12,1.7303435571230286,1.7699588540802778,1.4801079020772627,1.1198347107438016
2025-12-15,1.6918916491204141,1.7306266100612546,1.4493655693830088,1.1225895316804406
2025-12-16,1.6591494806513993,1.6971348270306779,1.422471057395873,1.115702479338843
2025-12-17,1.700138765602443,1.7390625398960602,1.452965821565739,1.1184573002754823
2025-12-18,1.7201077190073375,1.7594886718859843,1.4371803623483224,1.1391184573002755
2025-12-19,1.7062066416684794,1.7452693367626897,1.44060334270694,1.1349862258953167
2025-12-22,1.74095803865842,1.7808163485343127,1.4562390964466847,1.128099173553719
2025-12-23,1.7471773993676856,1.7871780982046421,1.4607339282865808,1.1294765840220384
2025-12-24,1.7629683162463394,1.8033305397405235,1.4720941793908264,1.1294765840220384
2025-12-25,1.7589681070989767,1.7992387479287753,1.4689652247921474,1.128099173553719
2025-12-26,1.754755370542546,1.7949295630057767,1.465246706644127,1.1239669421487604
2025-12-29,1.7553968643171558,1.7955857434397338,1.467269762413482,1.1349862258953167
2025-12-30,1.7730692354981712,1.813662714175209,1.4804459243586388,1.1349862258953167
2025-12-31,1.752634007999274,1.7927596329934838,1.4650233909526797,1.1336088154269972
2026-01-05,1.8298401307019918,1.8717333488803387,1.521962399960646,1.1294765840220384
2026-01-06,1.8635941771188518,1.9062601762670865,1.5480917886815757,1.1363636363636362
2026-01-07,1.8819601960398922,1.9250466754392797,1.5606274473001174,1.128099173553719
2026-01-08,1.8973260581004106,1.9407643307526614,1.5705459319951,1.1170798898071626
2026-01-09,1.8716178933827154,1.9144675912543543,1.5901748176173174,1.112947658402204
2026-01-12,1.8941548689149803,1.9239458641848028,1.6239272573692638,1.1184573002754823
2026-01-13,1.8412022370549435,1.9310540389119046,1.586904989914736,1.1225895316804406
2026-01-14,1.8265570015833255,1.9049907328684799,1.6114925485715057,1.1074380165289257
2026-01-15,1.8235052705567663,1.9018050710664722,1.6004653933891682,1.0950413223140496
2026-01-16,1.8480572677309222,1.9274113105901798,1.6163271157849222,1.0840220385674932
2026-01-19,1.8409338307338121,1.9199819991298457,1.6087545894861603,1.0798898071625345
2026-01-20,1.855022142047839,1.9346752508206393,1.5924660607663235,1.0881542699724518
2026-01-21,1.826844590299704,1.9052877784233266,1.6196269808158985,1.0716253443526171
2026-01-22,1.8198002024202595,1.8979409103840608,1.6260496191484872,1.0674931129476584
2026-01-23,1.8010151680750748,1.8783492622793516,1.6202289624169102,1.056473829201102
2026-01-26,1.8104076852476672,1.8881450863317062,1.6175483369548571,1.0619834710743803
2026-01-27,1.8392075245726511,1.9181815668171345,1.6293685695032427,1.0606060606060606
2026-01-28,1.8378134894196507,1.9167276729534704,1.6209699649262257,1.053719008264463
2026-01-29,1.7820645756849043,1.8585849472048273,1.575510180344501,1.0716253443526171
2026-01-30,1.7841472995327452,1.8607571014834081,1.576025949568249,1.0674931129476584
2026-02-02,1.7673258401545286,1.8432133426225066,1.5162958925563994,1.068870523415978
2026-02-03,1.757912644513913,1.8242118662320042,1.5353381604395722,1.0578512396694215
2026-02-04,1.7616923659080679,1.850339901145262,1.52327002635019,1.0730027548209367
2026-02-05,1.7910888932260416,1.8812184874249847,1.5071919668765645,1.090909090909091
2026-02-06,1.7865659418060844,1.8764679356896425,1.4942397398816212,1.0881542699724518
2026-02-09,1.781388799309492,1.871030273599482,1.5199925552945284,1.090909090909091
2026-02-10,1.790441725559158,1.8881371674799527,1.530953640691185,1.09366391184573
2026-02-11,1.7802339696306755,1.867114213126481,1.5170055628632966,1.0964187327823693
2026-02-12,1.8118918894559444,1.9003231458588294,1.5384483907619437,1.0798898071625345
2026-02-13,1.7988476949397894,1.886642312784671,1.5274960563797535,1.0730027548209367
2026-02-24,1.7927697008069288,1.8802676758767343,1.5225126642754614,1.0702479338842976
2026-02-25,1.8024592566709094,1.8904301405125754,1.5293268107724327,1.0661157024793388
2026-02-26,1.8178499906063734,1.9065720350982924,1.5406920923996013,1.0633608815426998
2026-02-27,1.8204901498935537,1.909341050083664,1.5446209006234743,1.0647382920110193
2026-03-02,1.7920442075459009,1.8795067741685203,1.5207123344514593,1.0702479338842976
2026-03-03,1.698620739757355,1.7815236776379537,1.4486645124173616,1.0798898071625345
2026-03-04,1.690237805820487,1.772731605960582,1.4407575068602645,1.0674931129476584
2026-03-05,1.7193492934194032,1.803263909749703,1.4670714237600941,1.078512396694215
2026-03-06,1.7134793433031654,1.7971074706612806,1.4759975590387968,1.0798898071625345
2026-03-09,1.7003699001003865,1.7833582075563585,1.4464818482347899,1.0716253443526171
2026-03-10,1.700411686295945,1.783402033170307,1.466993917759814,1.0730027548209367
2026-03-11,1.6771227981661259,1.7589765068252905,1.4600695191634219,1.0826446280991737
2026-03-12,1.6885205661421325,1.7709305546278509,1.4500921239824094,1.0922865013774106
2026-03-13,1.692779767269504,1.775397630460987,1.4438593746450117,1.0950413223140496
2026-03-16,1.6970383325120806,1.7798640393743155,1.4476154044891405,1.0977961432506889
2026-03-17,1.7119433115912819,1.7954964713367845,1.4525196003708152,1.1074380165289257
2026-03-18,1.7076847461400815,1.7910300622046504,1.4522419546015541,1.1046831955922867
2026-03-19,1.701296897963281,1.7843304485064493,1.4411564490773934,1.100550964187328
2026-03-20,1.6970383325120806,1.7798640393743155,1.4386601578273435,1.0977961432506889
2026-03-23,1.6416769816464756,1.7218007206565733,1.3912876048606593,1.0619834710743803
2026-03-24,1.6757455052560786,1.7575319937136453,1.4202867470840583,1.0840220385674932
2026-03-25,1.6906504843352799,1.7731644256761143,1.4338020545531291,1.09366391184573
2026-03-26,1.6949090497864803,1.7776308348082484,1.4274651611541995,1.0964187327823693
2026-03-27,1.6863919188840797,1.7686980165439803,1.4313156974442145,1.090909090909091
2026-03-30,1.6927797670608802,1.7753976302421814,1.428593948975437,1.0950413223140496
2026-03-31,1.7076847461400815,1.7910300622046504,1.439823412889255,1.1046831955922867
2026-04-01,1.7076847461400815,1.7910300622046504,1.4412229683383087,1.1046831955922867
2026-04-02,1.7140725943168822,1.7977296759028514,1.4385069821508636,1.1088154269972452
2026-04-03,1.6946315859728727,1.7773398290869238,1.4252335241275955,1.0977961432506889
2026-04-07,1.7186463648012034,1.8025266739749837,1.4262199245647955,1.0853994490358128
2026-04-08,1.8247775836530278,1.913837736471554,1.4821237794250064,1.09366391184573
2026-04-09,1.812983275861653,1.9014677953187775,1.4744837965775615,1.0853994490358128
2026-04-10,1.8407038787216503,1.9305413308041253,1.4927791459015873,1.0840220385674932
2026-04-13,1.8552622876984906,1.9458102779527886,1.5036850120078329,1.0867768595041323
2026-04-14,1.8954422553944859,1.9879512704308206,1.5336563468090783,1.09366391184573
2026-04-15,1.89712850550763,1.9897198197206492,1.5365731012920651,1.1046831955922867
2026-04-16,1.9185857009473652,2.0122242557238583,1.55180744015298,1.103305785123967
2026-04-17,1.9201006280490138,2.0138131204058403,1.551836589572737,1.0964187327823693
2026-04-20,1.9567529605083118,2.052254307769551,1.5801324036671422,1.1088154269972452
2026-04-21,1.924587402350067,2.0185188763562154,1.5575949428951619,1.112947658402204
2026-04-22,1.9575866425642503,2.0531286785384424,1.5848445380745484,1.1046831955922867
2026-04-23,1.932566737885465,2.026887651595684,1.566307992724692,1.1074380165289257
2026-04-24,1.961021196794702,2.056730859731965,1.5877494124511937,1.1060606060606062
2026-04-27,2.0348115017458843,2.134122576654858,1.645113317089801,1.1019283746556474
2026-04-28,2.030506108591527,2.129607054345197,1.6243974534006547,1.1060606060606062
2026-04-29,2.0229234234045204,2.121654288383646,1.6281434026203545,1.1019283746556474
2026-04-30,2.0102801530140795,2.1083939501361764,1.6927124872575539,1.0950413223140496
2026-05-06,1.992579573052652,2.0898294751058577,1.7478117400222328,1.0853994490358128
2026-05-07,2.006853473327706,2.1048000278119807,1.754568965607774,1.0798898071625345
2026-05-08,1.9609343892356859,2.0566398154404606,1.7291698464293288,1.081267217630854
2026-05-11,2.0520575895346,2.15221037755302,1.8040560896817963,1.081267217630854
2026-05-12,2.0605362525443134,2.161102850459406,1.8092734507035373,1.0771349862258954
2026-05-13,2.115956561739202,2.2192280050285267,1.852870785470602,1.0743801652892562
