center,scale,cw,sw,avg_actual,avg_target,locked_ratio,obj,累计收益,年化收益,年化波动,最大回撤,Calmar,平均仓位,换手率,操作日占比,基准累计,基准年化,基准最大回撤,目标平均仓位,实际平均仓位,平均锁仓率
0.4,35.0,0.2,0.1,0.3243540163218859,0.34366745031081375,0.12144249755366295,-1.7662657949077274,0.2555612413581858,0.0349159910470882,0.10567740254576576,-0.2563465002979681,0.1362062326050993,0.3243540163218859,83.65042679029158,0.6936380481778875,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.34366745031081375,0.3243540163218859,0.12144249755366295
0.35,35.0,0.1,0.2,0.28960411826246674,0.30794727501325075,0.13526767175960386,-1.7665837212020838,0.24135237624378347,0.03314125275500479,0.09641799860351108,-0.2306240019058402,0.14370253087766552,0.28960411826246674,84.22064865020843,0.7078443483631871,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.30794727501325075,0.28960411826246674,0.13526767175960386
0.4,35.0,0.1,0.2,0.3303900184837789,0.3499424496516687,0.11906192675179411,-1.7736070706819818,0.2618234281808596,0.03569275070999223,0.10753441689383891,-0.26236463431475365,0.13604253790993928,0.3303900184837789,83.90587521172986,0.6917850525015442,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.3499424496516687,0.3303900184837789,0.11906192675179411
0.3,35.0,0.15,0.3,0.26937911564667555,0.28647730795957044,0.14755453020284645,-1.7760162428081614,0.26587734175430744,0.03619385310706247,0.0927608351723704,-0.2078189624932294,0.17416049369528366,0.26937911564667555,85.41503073343046,0.7239036442248301,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.28647730795957044,0.26937911564667555,0.14755453020284645
0.35,35.0,0.15,0.2,0.2940021340006348,0.3124297428681042,0.1354985552847661,-1.786430880919951,0.24936991013907805,0.0341447792499141,0.09809775410552117,-0.2325859512857048,0.14680499428777283,0.2940021340006348,85.21413422635064,0.711550339715874,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.3124297428681042,0.2940021340006348,0.1354985552847661
0.4,35.0,0.15,0.2,0.3354443355829631,0.3549671369274868,0.11914399195912648,-1.7915265980922483,0.2724973772554129,0.03700923056764749,0.10929252078820187,-0.26352181482531256,0.1404408610049257,0.3354443355829631,84.83874606236198,0.7022853613341569,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.3549671369274868,0.3354443355829631,0.11914399195912648
0.3,35.0,0.2,0.3,0.273549959025923,0.29067667896720284,0.14725589590842852,-1.7949585888058792,0.27447722163705657,0.037252384538889904,0.09436951125518694,-0.20874584289717868,0.17845809057495435,0.273549959025923,86.39190259480898,0.7263743051266214,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.29067667896720284,0.273549959025923,0.14725589590842852
0.4,35.0,0.2,0.2,0.34042892395526547,0.359991824203305,0.11838989446492396,-1.8040595273899942,0.2807560997869396,0.03802140705844259,0.1110558502130935,-0.2662182088260657,0.1428204600508148,0.34042892395526547,85.4485915017702,0.7010500308832612,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.359991824203305,0.34042892395526547,0.11838989446492396
0.35,35.0,0.2,0.2,0.2984877874852787,0.3169122107229578,0.13550374682850988,-1.8042092862120693,0.26022653359465187,0.035494983906438016,0.09972711640831562,-0.2334863165084904,0.1520216877683592,0.2984877874852787,86.14805559321312,0.7158739962940086,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.3169122107229578,0.2984877874852787,0.13550374682850988
0.4,35.0,0.1,0.3,0.3461959837082337,0.36581071845331586,0.11613122408598332,-1.809888642046843,0.2875094540314713,0.03884497692575439,0.11279143487113692,-0.2703132382632707,0.14370356840578208,0.3461959837082337,85.6788499920481,0.705373687461396,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.36581071845331586,0.3461959837082337,0.11613122408598332
0.35,35.0,0.1,0.3,0.30328452010970325,0.32189670353237926,0.13464813799822628,-1.8100112854000212,0.2666319953758367,0.03628698500439653,0.10114050969097739,-0.23856490823179166,0.15210529190294741,0.30328452010970325,86.35079081442609,0.7171093267449042,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.32189670353237926,0.30328452010970325,0.13464813799822628
0.4,35.0,0.15,0.3,0.35131507125430056,0.37106345827455606,0.11597864765777414,-1.8267579873931765,0.30036347196382596,0.04040243700547008,0.11462207004499585,-0.2714803429506114,0.1488226976817258,0.35131507125430056,86.57101264616705,0.7084620135886349,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.37106345827455606,0.35131507125430056,0.11597864765777414
0.35,35.0,0.15,0.3,0.3078610063096973,0.32658236533408713,0.13478293187904258,-1.8295022628721742,0.27526057326956055,0.03734850306729398,0.10287618322510127,-0.24071311298080733,0.1551577419476598,0.3078610063096973,87.32471047245322,0.7220506485484868,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.32658236533408713,0.3078610063096973,0.13478293187904258
0.4,35.0,0.2,0.3,0.3566033886392138,0.3763076161465955,0.11524917660688658,-1.8440807523769207,0.3077131598816787,0.041287098127978705,0.11648775090135079,-0.2737034743385435,0.1508460870939137,0.3566033886392138,87.42580566678139,0.7127856701667696,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.3763076161465955,0.3566033886392138,0.11524917660688658
0.35,35.0,0.2,0.3,0.31251426183085773,0.3312644787623476,0.13399699276973565,-1.8441737394831723,0.28322287989841377,0.03832265683848468,0.10459189250113703,-0.24195011310422532,0.15839073744088872,0.31251426183085773,88.07606698847722,0.7226683137739345,0.546852429532334,0.06799580633944835,-0.6265673853758704,0.3312644787623476,0.31251426183085773,0.13399699276973565
